Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-07-10,682.660004,689.519974,678.300011,680.599983,21636300,97.228569,-0.301763833816
2015-07-13,686.690002,716.159996,686.550026,707.610001,32981900,101.087143,3.04649826546
2015-07-14,708.900017,711.449982,697.569984,702.600006,19736500,100.371429,-0.888702334451
2015-07-15,99.970001,100.75,97.050003,98.129997,30898600,98.129997,-1.84055614844
2015-07-16,111.019997,116.489998,107.68,115.809998,63461000,115.809998,4.31453893842
2015-07-17,117.339996,117.879997,114.239998,114.769997,25136900,114.769997,-2.19021568741
2015-07-20,114.699997,114.699997,110.139999,110.550003,22676900,110.550003,-3.61812912689
2015-07-21,110.209999,113.709999,109.32,112.510002,14085400,112.510002,2.08692770245
2015-07-22,112.139999,113.879997,110.559998,111.5,10500500,111.5,-0.570714290804
2015-07-23,110.910004,112.18,109.839996,110.099998,8306800,110.099998,-0.73032726606
2015-07-24,111.550003,111.68,108.900002,109.339996,8125100,109.339996,-1.9811805832
2015-07-27,107.790001,109.860001,106.25,106.43,11302600,106.43,-1.26171350532
2015-07-28,107.290001,107.940002,103.879997,106.900002,11155900,106.900002,-0.363499856804
2015-07-29,106.830002,107.75,105.400002,107.080002,6695600,107.080002,0.234016657605
2015-07-30,106.400002,111.900002,105.400002,111.559998,14229200,111.559998,4.84962020959
2015-07-31,111.949997,115.0,111.150002,114.309998,16349100,114.309998,2.1080849158
2015-08-03,114.599998,114.599998,111.779999,112.559998,10144800,112.559998,-1.78010474311
2015-08-04,113.150002,122.790001,113.0,121.150002,29653300,121.150002,7.07026059089
2015-08-05,125.620003,129.289993,122.709999,123.709999,26946500,123.709999,-1.52046167361
2015-08-06,126.290001,128.850006,122.040001,126.449997,24716700,126.449997,0.126689364742
2015-08-07,126.419998,126.599998,121.300003,123.519997,17360700,123.519997,-2.29394165945
2015-08-10,126.089996,126.5,121.510002,123.029999,13424600,123.029999,-2.42683567061
2015-08-11,120.010002,123.760002,120.0,122.739998,11596800,122.739998,2.2748070615
2015-08-12,121.470001,122.449997,118.660004,120.510002,13822500,120.510002,-0.79031776743
2015-08-13,120.989998,125.730003,119.339996,123.730003,15284400,123.730003,2.26465414108
2015-08-14,124.959999,125.0,123.0,123.389999,8667700,123.389999,-1.25640205871
2015-08-17,123.139999,125.699997,122.589996,125.360001,9233800,125.360001,1.80282769046
2015-08-18,125.260002,126.75,123.550003,124.050003,9382000,124.050003,-0.965989925499
2015-08-19,123.5,123.699997,121.5,122.059998,10115300,122.059998,-1.16599352227
2015-08-20,119.800003,121.449997,111.339996,112.489998,28045300,112.489998,-6.10184041481
2015-08-21,106.199997,110.0,102.75,103.959999,33228300,103.959999,-2.10922604828
2015-08-24,88.75,109.629997,85.5,96.879997,59951900,96.879997,9.16056
2015-08-25,107.75,107.879997,101.5,101.519997,37620700,101.519997,-5.78190533643
2015-08-26,107.150002,110.279999,102.019997,110.129997,36164600,110.129997,2.7811432052
2015-08-27,114.940002,118.25,113.019997,117.660004,37056100,117.660004,2.36645376081
2015-08-28,116.349998,119.349998,115.879997,117.629997,20240200,117.629997,1.10012808079
2015-08-31,115.239998,117.0,113.760002,115.029999,17005600,115.029999,-0.182227528327
2015-09-01,109.349998,111.239998,103.82,105.790001,35977100,105.790001,-3.25559859635
2015-09-02,109.309998,109.5,100.300003,105.440002,39843300,105.440002,-3.54038612278
2015-09-03,102.690002,104.169998,100.110001,101.059998,29546700,101.059998,-1.58730545161
2015-09-04,98.050003,99.93,97.339996,98.790001,24212000,98.790001,0.754714918265
2015-09-08,102.080002,102.5,93.550003,94.949997,43479700,94.949997,-6.98472262961
2015-09-09,96.510002,102.790001,95.519997,99.18,35524400,99.18,2.76655055918
2015-09-10,99.419998,100.849998,96.779999,99.480003,21031900,99.480003,0.0603550605583
2015-09-11,98.57,100.849998,97.230003,97.510002,17373900,97.510002,-1.07537587501
2015-09-14,96.839996,97.910004,94.330002,95.690002,15546000,95.690002,-1.18751966904
2015-09-15,95.220001,99.650002,93.610001,99.160004,22591100,99.160004,4.13778928652
2015-09-16,99.699997,104.480003,99.330002,104.080002,28058200,104.080002,4.39318468585
2015-09-17,103.669998,107.5,101.830002,104.209999,25817700,104.209999,0.520884547524
2015-09-18,102.0,104.360001,100.709999,102.620003,21715000,102.620003,0.607846078431
2015-09-21,103.300003,103.769997,99.559998,100.300003,17900600,100.300003,-2.90416254877
2015-09-22,98.290001,99.900002,97.0,98.470001,16717900,98.470001,0.183131547633
2015-09-23,98.599998,99.739998,97.660004,98.07,10264500,98.07,-0.537523337475
2015-09-24,97.110001,104.0,96.779999,103.760002,21274500,103.760002,6.84790539751
2015-09-25,105.300003,105.449997,101.57,102.239998,19066600,102.239998,-2.90598757153
2015-09-28,101.57,103.330002,97.839996,99.470001,17026600,99.470001,-2.0675386433
2015-09-29,99.629997,100.629997,96.849998,98.349998,17405900,98.349998,-1.28475262325
2015-09-30,99.910004,103.459999,99.050003,103.260002,17027600,103.260002,3.3530155799
2015-10-01,102.910004,106.110001,101.120003,105.980003,17426900,105.980003,2.98318810677
2015-10-02,103.010002,106.870003,101.449997,106.110001,21526700,106.110001,3.00941553229
2015-10-05,107.480003,112.279999,105.760002,111.25,21157900,111.25,3.50762643726
2015-10-06,110.330002,112.25,105.639999,108.330002,20836300,108.330002,-1.81274355456
2015-10-07,108.839996,109.779999,106.75,108.099998,12329500,108.099998,-0.679895284083
2015-10-08,107.940002,115.050003,102.599998,114.93,42831900,114.93,6.47581792707
2015-10-09,114.110001,115.830002,112.440002,113.330002,22455200,113.330002,-0.683550077263
2015-10-12,114.449997,115.419998,112.360001,113.449997,12624500,113.449997,-0.873744015913
2015-10-13,112.849998,113.720001,108.779999,109.730003,17512100,109.730003,-2.7647275634
2015-10-14,111.5,111.629997,108.050003,110.230003,33231500,110.230003,-1.13901076233
2015-10-15,103.769997,104.879997,99.099998,101.089996,48484300,101.089996,-2.58263571117
2015-10-16,100.209999,101.650002,98.410004,98.989998,21252000,98.989998,-1.21744437898
2015-10-19,98.07,103.620003,96.260002,101.690002,29964700,101.690002,3.6912429897
2015-10-20,101.059998,102.110001,97.580002,98.989998,17345600,98.989998,-2.04828818619
2015-10-21,99.669998,100.339996,97.010002,97.959999,13728500,97.959999,-1.71566071467
2015-10-22,98.07,99.93,96.860001,97.32,12786800,97.32,-0.764759865402
2015-10-23,97.610001,101.559998,97.269997,100.040001,18019900,100.040001,2.48949900123
2015-10-26,100.050003,103.309998,99.379997,103.040001,12234800,103.040001,2.98850365852
2015-10-27,102.580002,104.720001,101.230003,103.07,12066400,103.07,0.477674001215
2015-10-28,102.900002,106.209999,102.059998,105.800003,13094000,105.800003,2.81827108225
2015-10-29,105.0,106.910004,104.75,105.120003,9841400,105.120003,0.114288571429
2015-10-30,105.120003,110.099998,104.900002,108.379997,15571500,108.379997,3.10121185974
2015-11-02,109.199997,109.370003,106.300003,107.639999,11784600,107.639999,-1.42856963632
2015-11-03,107.360001,111.050003,107.239998,109.739998,12484100,109.739998,2.21683772153
2015-11-04,110.360001,114.279999,109.389999,114.050003,17505000,114.050003,3.34360453657
2015-11-05,113.75,115.68,111.720001,113.5,13814900,113.5,-0.21978021978
2015-11-06,113.389999,114.800003,112.050003,114.059998,10936600,114.059998,0.590880153372
2015-11-09,113.360001,114.0,108.639999,109.860001,16154600,109.860001,-3.08750879422
2015-11-10,108.860001,112.839996,108.010002,112.699997,11166400,112.699997,3.52746276385
2015-11-11,113.080002,114.610001,111.410004,112.860001,11039200,112.860001,-0.194553410072
2015-11-12,112.519997,115.25,108.199997,108.919998,17568200,108.919998,-3.1994304088
2015-11-13,108.339996,109.07,103.269997,103.650002,18819400,103.650002,-4.32895899313
2015-11-16,102.970001,111.650002,101.860001,111.349998,19866200,111.349998,8.13828971411
2015-11-17,112.110001,118.790001,111.699997,117.099998,33016300,117.099998,4.45098292346
2015-11-18,117.940002,121.0,116.099998,120.629997,23353600,120.629997,2.2808164782
2015-11-19,120.25,123.129997,119.610001,120.220001,19253200,120.220001,-0.0249471933472
2015-11-20,120.849998,124.07,119.209999,123.839996,17977000,123.839996,2.47413988373
2015-11-23,124.300003,126.199997,121.660004,125.029999,15727000,125.029999,0.587285585182
2015-11-24,123.669998,124.660004,120.029999,123.309998,18335300,123.309998,-0.291097279714
2015-11-25,124.230003,125.199997,122.360001,124.160004,10980700,124.160004,-0.0563462918052
2015-11-27,123.849998,126.389999,123.589996,125.440002,6635400,125.440002,1.28381431221
2015-11-30,126.029999,126.599998,122.889999,123.330002,13718900,123.330002,-2.14234469684
2015-12-01,124.470001,125.57,122.419998,125.370003,12528800,125.370003,0.723067399991
2015-12-02,125.529999,131.350006,124.93,128.929993,24053100,128.929993,2.70851113446
2015-12-03,129.619995,132.199997,126.389999,126.809998,26431100,126.809998,-2.16787309705
2015-12-04,127.0,130.990005,125.75,130.929993,20175300,130.929993,3.09448267717
2015-12-07,131.190002,133.270004,122.75,125.360001,23259100,125.360001,-4.44393697014
2015-12-08,121.510002,128.240005,121.099998,126.980003,18551100,126.980003,4.50168785282
2015-12-09,127.699997,128.779999,122.330002,124.199997,17736500,124.199997,-2.74079881145
2015-12-10,124.5,125.209999,121.620003,122.910004,13437500,122.910004,-1.27710522088
2015-12-11,121.449997,123.0,118.599998,118.910004,16035900,118.910004,-2.09138992404
2015-12-14,119.769997,120.900002,114.660004,120.669998,18679300,120.669998,0.751441114255
2015-12-15,121.93,123.300003,118.540001,118.599998,11722900,118.599998,-2.73107684737
2015-12-16,119.800003,123.0,118.089996,122.639999,13105200,122.639999,2.3706142979
2015-12-17,123.970001,126.349998,122.419998,122.510002,17227200,122.510002,-1.17770346715
2015-12-18,120.849998,122.190002,117.919998,118.019997,17842900,118.019997,-2.3417468323
2015-12-21,119.510002,119.589996,115.660004,116.629997,11629400,116.629997,-2.40984432416
2015-12-22,117.300003,117.43,114.860001,116.239998,9660900,116.239998,-0.903670053615
2015-12-23,116.910004,118.559998,115.779999,118.160004,9310400,118.160004,1.0691984922
2015-12-24,118.220001,118.800003,117.300003,117.330002,3531300,117.330002,-0.752832847633
2015-12-28,117.260002,117.349998,113.849998,117.110001,8406300,117.110001,-0.127921710252
2015-12-29,118.190002,119.599998,116.919998,119.120003,8130600,119.120003,0.786869434184
2015-12-30,118.949997,119.019997,116.43,116.709999,8116200,116.709999,-1.88314254434
2015-12-31,116.209999,117.459999,114.279999,114.379997,9245000,114.379997,-1.5747371274
2016-01-04,109.0,110.0,105.209999,109.959999,20733200,109.959999,0.880733027523
2016-01-05,110.449997,110.580002,105.849998,107.660004,17638800,107.660004,-2.52602360867
2016-01-06,105.290001,117.910004,104.959999,117.68,32794600,117.68,11.7674982262
2016-01-07,116.360001,122.18,112.290001,114.559998,33569400,114.559998,-1.54692590627
2016-01-08,116.330002,117.720001,111.099998,111.389999,17989900,111.389999,-4.24654252134
2016-01-11,112.129997,116.790001,111.199997,114.970001,21865700,114.970001,2.53277809327
2016-01-12,116.110001,117.779999,115.080002,116.580002,15069100,116.580002,0.404789420336
2016-01-13,114.43,114.480003,104.529999,106.559998,24798800,106.559998,-6.87756881937
2016-01-14,105.650002,109.25,101.209999,107.059998,23620700,107.059998,1.33459155069
2016-01-15,102.43,105.5,101.720001,104.040001,19651300,104.040001,1.57180611149
2016-01-19,106.57,110.139999,105.550003,107.889999,33283700,107.889999,1.23862156329
2016-01-20,108.910004,109.989998,97.050003,107.739998,52926300,107.739998,-1.07428698653
2016-01-21,108.32,108.510002,102.099998,102.349998,30919700,102.349998,-5.51144940916
2016-01-22,104.720001,104.989998,99.220001,100.720001,26772700,100.720001,-3.81970966559
2016-01-25,99.779999,102.68,99.0,99.120003,20250800,99.120003,-0.661451199253
2016-01-26,99.739998,100.550003,94.849998,97.830002,22024700,97.830002,-1.91497497323
2016-01-27,96.610001,97.849998,90.589996,91.150002,25314600,91.150002,-5.65158776885
2016-01-28,93.839996,95.25,90.110001,94.410004,24373300,94.410004,0.607425430837
2016-01-29,92.0,94.389999,90.629997,91.839996,20420800,91.839996,-0.173917391304
2016-02-01,91.790001,97.18,91.300003,94.089996,19618000,94.089996,2.50571410278
2016-02-02,95.540001,96.650002,90.730003,91.489998,21860000,91.489998,-4.23906526859
2016-02-03,92.410004,92.690002,86.139999,90.739998,27402400,90.739998,-1.80717014145
2016-02-04,89.5,91.25,86.540001,89.709999,19055400,89.709999,0.23463575419
2016-02-05,88.230003,88.949997,81.860001,82.790001,25859700,82.790001,-6.16570533269
2016-02-08,80.57,84.699997,79.949997,83.32,24916100,83.32,3.41318108477
2016-02-09,81.75,88.400002,81.550003,86.129997,25822400,86.129997,5.35779449541
2016-02-10,89.0,92.209999,87.419998,88.449997,23084100,88.449997,-0.617980898876
2016-02-11,87.419998,88.389999,82.910004,86.349998,21768200,86.349998,-1.22397623482
2016-02-12,86.639999,89.720001,85.260002,87.400002,19017600,87.400002,0.877196455185
2016-02-16,89.0,90.139999,87.540001,89.050003,16313200,89.050003,0.0561831460674
2016-02-17,90.129997,94.769997,89.639999,94.760002,18245100,94.760002,5.13703001677
2016-02-18,94.800003,94.900002,90.309998,90.489998,17631200,90.489998,-4.5464186325
2016-02-19,89.980003,91.400002,88.029999,89.230003,14239500,89.230003,-0.83351853189
2016-02-22,90.75,93.110001,88.300003,91.93,16298800,91.93,1.30027548209
2016-02-23,91.400002,92.489998,89.050003,89.120003,12709000,89.120003,-2.4945283918
2016-02-24,88.5,91.760002,86.699997,91.610001,15908400,91.610001,3.51412542373
2016-02-25,91.080002,94.809998,90.209999,94.529999,17852900,94.529999,3.78787541089
2016-02-26,95.300003,97.480003,94.25,94.790001,16947900,94.790001,-0.535154232891
2016-02-29,94.809998,97.199997,93.339996,93.410004,13157100,93.410004,-1.4766311882
2016-03-01,94.580002,99.160004,93.610001,98.300003,16997700,98.300003,3.93317923592
2016-03-02,98.010002,99.480003,95.900002,97.610001,19088400,97.610001,-0.408122632219
2016-03-03,97.830002,98.349998,95.389999,97.93,15303600,97.93,0.102216087045
2016-03-04,98.760002,102.220001,98.32,101.580002,23388400,101.580002,2.85540698956
2016-03-07,101.0,101.790001,95.25,95.489998,23855200,95.489998,-5.45544752475
2016-03-08,95.0,98.279999,94.5,96.230003,14750200,96.230003,1.29474
2016-03-09,96.82,98.370003,95.0,98.0,12279500,98.0,1.21875645528
2016-03-10,98.18,99.739998,95.449997,97.360001,16979400,97.360001,-0.835199633327
2016-03-11,99.510002,99.599998,96.050003,97.660004,15097900,97.660004,-1.85910759001
2016-03-14,97.199997,99.419998,97.169998,98.129997,11223200,98.129997,0.956790152987
2016-03-15,97.870003,98.510002,96.43,97.860001,9678000,97.860001,-0.010219678853
2016-03-16,97.529999,99.730003,97.5,99.349998,12598600,99.349998,1.86609147817
2016-03-17,99.050003,101.389999,99.0,99.720001,13755000,99.720001,0.676424007781
2016-03-18,100.5,102.410004,100.010002,101.120003,15437300,101.120003,0.61691840796
2016-03-21,101.150002,102.099998,99.5,101.059998,9562900,101.059998,-0.0889807199411
2016-03-22,100.480003,101.519997,99.199997,99.839996,9039500,99.839996,-0.636949622703
2016-03-23,99.75,100.389999,98.809998,99.589996,8292300,99.589996,-0.160405012531
2016-03-24,98.639999,98.849998,97.07,98.360001,10646900,98.360001,-0.283858478141
2016-03-28,98.339996,101.440002,97.82,101.209999,12407400,101.209999,2.91844937639
2016-03-29,101.080002,104.330002,101.0,104.129997,15950600,104.129997,3.01740694465
2016-03-30,104.650002,104.910004,101.480003,102.190002,14692400,102.190002,-2.35069274055
2016-03-31,102.43,103.529999,101.050003,102.230003,9742200,102.230003,-0.19525236747
2016-04-01,102.93,105.790001,102.470001,105.699997,14169500,105.699997,2.69114641018
2016-04-04,105.900002,105.919998,103.199997,104.349998,10929000,104.349998,-1.46364869757
2016-04-05,103.470001,105.75,103.25,104.940002,10034400,104.940002,1.42070260539
2016-04-06,105.300003,106.440002,104.25,104.830002,9585900,104.830002,-0.446344716628
2016-04-07,104.309998,106.440002,103.599998,104.449997,10735100,104.449997,0.134214363613
2016-04-08,105.120003,105.330002,102.82,103.809998,7836000,103.809998,-1.24619954587
2016-04-11,104.040001,104.980003,102.620003,102.68,7436200,102.68,-1.30719049109
2016-04-12,103.150002,107.220001,102.209999,106.980003,12310200,106.980003,3.71304016068
2016-04-13,108.0,111.279999,107.879997,109.650002,16683400,109.650002,1.52777962963
2016-04-14,110.010002,111.639999,109.150002,110.419998,9532500,110.419998,0.372689748701
2016-04-15,110.639999,111.849998,109.779999,111.510002,11722400,111.510002,0.786336775003
2016-04-18,109.900002,110.699997,106.019997,108.400002,27001500,108.400002,-1.36487713622
2016-04-19,99.489998,101.370003,94.199997,94.339996,55623900,94.339996,-5.17640175247
2016-04-20,94.339996,96.980003,93.139999,96.769997,25633600,96.769997,2.57579086605
2016-04-21,97.309998,97.379997,94.779999,94.980003,19859400,94.980003,-2.39440452974
2016-04-22,94.849998,96.690002,94.209999,95.900002,15786000,95.900002,1.10701531064
2016-04-25,95.699997,95.75,92.800003,93.559998,14965500,93.559998,-2.23615367511
2016-04-26,93.5,93.550003,91.25,92.43,15234100,92.43,-1.14438502674
2016-04-27,92.18,92.5,90.209999,91.040001,12164800,91.040001,-1.23670969842
2016-04-28,91.5,92.669998,90.089996,90.279999,11435600,90.279999,-1.33333442623
2016-04-29,90.5,90.559998,88.209999,90.029999,13941000,90.029999,-0.519338121547
2016-05-02,90.410004,93.220001,89.889999,93.110001,12515700,93.110001,2.98639185991
2016-05-03,92.080002,93.25,91.300003,91.540001,10570400,91.540001,-0.586447641476
2016-05-04,91.0,92.160004,90.349998,90.790001,7356800,90.790001,-0.230768131868
2016-05-05,90.910004,92.080002,89.25,89.370003,10339300,89.370003,-1.69398408562
2016-05-06,88.830002,90.879997,88.110001,90.839996,10427600,90.839996,2.26274226584
2016-05-09,90.730003,91.830002,89.900002,90.540001,9535000,90.540001,-0.209414740127
2016-05-10,91.139999,93.25,91.089996,92.889999,11164200,92.889999,1.92012290893
