Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-07-17,680.0,703.0,678.0,699.619995,12858100,699.619995,2.88529338235
2015-07-20,688.97998,697.799988,681.77002,692.840027,5121800,692.840027,0.560255321207
2015-07-21,684.880005,705.599976,684.150024,695.349976,3780200,695.349976,1.52873071539
2015-07-22,694.02002,713.330017,691.619995,695.099976,4155000,695.099976,0.155608767597
2015-07-23,691.849976,696.070007,671.590027,674.72998,3811600,674.72998,-2.47452433243
2015-07-24,676.77002,677.789978,653.179993,654.77002,4131100,654.77002,-3.25073501335
2015-07-27,651.570007,667.070007,651.549988,658.27002,2919100,658.27002,1.02828750986
2015-07-28,661.76001,664.099976,653.409973,659.659973,1718200,659.659973,-0.317341176297
2015-07-29,662.26001,663.330017,652.840027,661.429993,1837800,661.429993,-0.125330985937
2015-07-30,657.440002,668.049988,651.690002,664.559998,1980300,664.559998,1.08298794998
2015-07-31,664.700012,665.0,657.200012,657.5,1746100,657.5,-1.08319721228
2015-08-03,657.659973,666.669983,657.659973,664.719971,1567400,664.719971,1.07350276584
2015-08-04,664.340027,668.0,660.51001,661.280029,1309400,661.280029,-0.460607200475
2015-08-05,665.75,679.909973,665.580017,673.289978,1822400,673.289978,1.1325539617
2015-08-06,673.98999,674.75,660.72998,670.150024,2033000,670.150024,-0.56973635469
2015-08-07,667.780029,668.799988,658.869995,664.390015,1377200,664.390015,-0.507654295244
2015-08-10,667.090027,671.619995,660.22998,663.140015,1722900,663.140015,-0.592125776151
2015-08-11,699.580017,704.0,684.320007,690.299988,5494000,690.299988,-1.32651430494
2015-08-12,694.48999,696.0,680.51001,691.469971,2924900,691.469971,-0.434854215825
2015-08-13,689.200012,694.030029,682.179993,686.51001,1817700,686.51001,-0.390307886414
2015-08-14,684.039978,692.26001,682.900024,689.369995,1379900,689.369995,0.779196709465
2015-08-17,688.039978,694.73999,683.059998,694.109985,1234000,694.109985,0.882217195815
2015-08-18,691.070007,695.76001,685.320007,688.72998,1385500,688.72998,-0.338609254677
2015-08-19,690.109985,700.200012,686.799988,694.039978,2504000,694.039978,0.569473429659
2015-08-20,689.099976,696.159973,675.280029,679.47998,2889900,679.47998,-1.39602326731
2015-08-21,671.039978,672.890015,643.099976,644.030029,4594000,644.030029,-4.02508790616
2015-08-24,600.599976,627.679993,593.090027,618.109985,6489400,618.109985,2.91541953042
2015-08-25,646.469971,647.0,611.669983,612.469971,3571500,612.469971,-5.25933168209
2015-08-26,643.099976,662.47998,630.369995,659.73999,4387000,659.73999,2.58746923045
2015-08-27,671.98999,673.97998,651.099976,667.960022,2948700,667.960022,-0.599706552176
2015-08-28,665.76001,667.0,653.75,659.690002,1941800,659.690002,-0.911741154294
2015-08-31,654.340027,664.409973,646.349976,647.820007,1946800,647.820007,-0.996426892894
2015-09-01,633.809998,644.440002,625.059998,629.559998,2572900,629.559998,-0.670547958128
2015-09-02,638.0,645.059998,630.640015,644.909973,1881500,644.909973,1.08306786834
2015-09-03,647.929993,651.25,633.809998,637.049988,1728600,637.049988,-1.67919452989
2015-09-04,629.700012,634.5,626.5,628.960022,2023900,628.960022,-0.117514687295
2015-09-08,641.0,645.039978,632.900024,643.880005,1954600,643.880005,0.44929875195
2015-09-09,651.880005,657.359985,640.900024,643.409973,2048900,643.409973,-1.29932379196
2015-09-10,643.900024,654.900024,641.700012,651.080017,1392500,651.080017,1.11507885268
2015-09-11,650.210022,655.309998,647.409973,655.299988,1744600,655.299988,0.782818755138
2015-09-14,655.630005,655.919983,649.5,652.469971,1497100,652.469971,-0.481984347254
2015-09-15,656.710022,668.849976,653.340027,665.070007,1777300,665.070007,1.27301011404
2015-09-16,665.549988,668.070007,662.200012,665.52002,1312600,665.52002,-0.00450274217418
2015-09-17,667.48999,681.98999,665.0,671.669983,2387600,671.669983,0.626225570813
2015-09-18,665.059998,669.840027,660.030029,660.919983,3627200,660.919983,-0.622502482851
2015-09-21,665.51001,669.0,658.0,666.97998,1954700,666.97998,0.220878721268
2015-09-22,657.469971,658.820007,645.030029,653.200012,2718100,653.200012,-0.649453083539
2015-09-23,652.900024,660.280029,650.72998,653.289978,1458000,653.289978,0.0597264490222
2015-09-24,648.969971,656.77002,642.169983,654.909973,1934600,654.909973,0.915296895918
2015-09-25,658.580017,658.580017,639.659973,640.150024,2424000,640.150024,-2.79844400441
2015-09-28,639.049988,642.849976,617.840027,624.25,2382300,624.25,-2.31593588575
2015-09-29,625.5,634.679993,618.030029,622.609985,2106500,622.609985,-0.462032773781
2015-09-30,631.830017,639.309998,629.150024,638.369995,2647700,638.369995,1.0350850425
2015-10-01,637.940002,643.840027,631.119995,642.0,2125300,642.0,0.636423172598
2015-10-02,638.01001,657.0,633.5,656.98999,2439400,656.98999,2.97487182058
2015-10-05,661.599976,673.030029,655.869995,671.679993,1898000,671.679993,1.52358182673
2015-10-06,669.349976,678.799988,663.080017,671.640015,2138700,671.640015,0.342128793921
2015-10-07,677.400024,678.73999,658.109985,670.0,2217700,670.0,-1.09241566841
2015-10-08,669.450012,671.890015,654.48999,667.0,1965400,667.0,-0.365973852578
2015-10-09,667.48999,674.090027,662.359985,671.23999,1606200,671.23999,0.561806177798
2015-10-12,669.190002,677.97998,667.23999,676.429993,1334200,676.429993,1.08190364147
2015-10-13,674.26001,688.460022,673.109985,683.169983,2122300,683.169983,1.32144467533
2015-10-14,683.72998,690.039978,678.900024,680.409973,1564600,680.409973,-0.485572828034
2015-10-15,685.25,694.159973,684.390015,693.02002,2357800,693.02002,1.13389565852
2015-10-16,695.400024,696.219971,689.099976,695.320007,1815800,695.320007,-0.0115066145008
2015-10-19,694.0,700.23999,692.210022,699.950012,1508600,699.950012,0.857350432277
2015-10-20,697.890015,698.0,673.679993,680.0,2613300,680.0,-2.56344332423
2015-10-21,683.210022,684.900024,670.700012,671.799988,1597600,671.799988,-1.67006244531
2015-10-22,675.440002,688.049988,671.700012,681.140015,4431600,681.140015,0.843896272522
2015-10-23,750.059998,752.5,717.940002,719.330017,6336300,719.330017,-4.09700305068
2015-10-26,720.02002,734.950012,720.02002,731.119995,2438800,731.119995,1.54162032883
2015-10-27,726.570007,735.960022,724.140015,732.820007,1938900,732.820007,0.860206165928
2015-10-28,733.0,737.369995,727.27002,736.919983,1980200,736.919983,0.53478622101
2015-10-29,736.630005,746.789978,735.159973,744.849976,1826000,744.849976,1.11588870182
2015-10-30,745.559998,746.309998,736.530029,737.390015,1999200,737.390015,-1.09581831401
2015-11-02,734.530029,748.179993,731.450012,747.73999,1995700,747.73999,1.79842354682
2015-11-03,745.429993,751.700012,741.159973,748.820007,1815300,748.820007,0.454772954112
2015-11-04,749.900024,759.900024,749.200012,755.309998,2092000,755.309998,0.721426033719
2015-11-05,758.809998,766.349976,757.469971,760.669983,2274300,760.669983,0.245118673305
2015-11-06,759.390015,763.02002,755.030029,761.599976,1677200,761.599976,0.291017916531
2015-11-09,758.52002,763.299988,749.109985,754.77002,1776900,754.77002,-0.494383786996
2015-11-10,753.47998,760.599976,748.409973,758.26001,1489900,758.26001,0.634393763189
2015-11-11,762.380005,769.080017,759.75,765.25,2093300,765.25,0.376452029326
2015-11-12,760.179993,765.799988,755.859985,756.530029,1772600,756.530029,-0.480144706992
2015-11-13,754.039978,755.330017,739.469971,740.070007,2409400,740.070007,-1.85268306822
2015-11-16,740.210022,751.710022,734.330017,750.419983,2535200,750.419983,1.37933298612
2015-11-17,752.469971,754.950012,744.049988,745.97998,1943200,745.97998,-0.862491694037
2015-11-18,749.570007,761.099976,747.390015,760.01001,1813300,760.01001,1.39279892505
2015-11-19,759.780029,763.22998,757.22998,759.940002,1403900,759.940002,0.0210551730625
2015-11-20,769.299988,779.320007,764.099976,777.0,2773900,777.0,1.00091149358
2015-11-23,777.469971,782.900024,773.51001,776.700012,1732400,776.700012,-0.0990339214014
2015-11-24,772.960022,775.98999,758.109985,769.630005,2394000,769.630005,-0.430813613282
2015-11-25,771.690002,773.0,766.530029,769.26001,1180600,769.26001,-0.314892248662
2015-11-27,769.159973,774.0,767.0,771.969971,721700,771.969971,0.365333363493
2015-11-30,771.869995,775.030029,761.119995,762.849976,1679300,762.849976,-1.16859303489
2015-12-01,766.940002,785.0,765.950012,783.789978,2019900,783.789978,2.19703965839
2015-12-02,785.25,793.049988,776.429993,777.849976,2343800,777.849976,-0.942378096148
2015-12-03,780.559998,784.47998,762.450012,768.200012,2097500,768.200012,-1.58347673871
2015-12-04,769.710022,782.419983,765.51001,779.210022,2490000,779.210022,1.23423103876
2015-12-07,780.059998,781.0,766.719971,772.98999,1831300,772.98999,-0.906341565793
2015-12-08,764.5,778.650024,762.52002,775.140015,1554100,775.140015,1.39176128188
2015-12-09,771.099976,776.090027,752.01001,762.549988,2327500,762.549988,-1.10880408068
2015-12-10,763.590027,766.070007,755.0,760.039978,1616600,760.039978,-0.464915579627
2015-12-11,749.0,757.440002,748.650024,750.419983,2159200,750.419983,0.189583845127
2015-12-14,751.26001,764.150024,736.26001,762.539978,2693200,762.539978,1.50147323827
2015-12-15,767.789978,774.75,758.0,760.090027,2469300,760.090027,-1.00287203801
2015-12-16,766.570007,781.5,757.049988,776.590027,2656000,776.590027,1.30712392978
2015-12-17,781.159973,781.590027,769.299988,769.830017,1825500,769.830017,-1.45040150438
2015-12-18,767.22998,774.140015,756.590027,756.849976,3389700,756.849976,-1.35291949879
2015-12-21,763.049988,766.349976,754.150024,760.799988,1742400,760.799988,-0.294869279259
2015-12-22,764.27002,770.340027,761.200012,767.130005,1816900,767.130005,0.374211329132
2015-12-23,770.690002,771.900024,757.650024,768.51001,1529700,768.51001,-0.28286236935
2015-12-24,768.52002,769.200012,764.390015,765.840027,520600,765.840027,-0.348721299414
2015-12-28,770.0,782.820007,767.72998,782.23999,1557800,782.23999,1.58960909091
2015-12-29,786.98999,798.690002,786.200012,793.960022,1921500,793.960022,0.885657008166
2015-12-30,793.960022,796.460022,787.200012,790.299988,1428300,790.299988,-0.460984671593
2015-12-31,787.820007,788.330017,777.320007,778.01001,1629300,778.01001,-1.24520790445
2016-01-04,762.200012,762.200012,747.539978,759.440002,3369100,759.440002,-0.362110988789
2016-01-05,764.099976,769.200012,755.650024,761.530029,2260800,761.530029,-0.336336484848
2016-01-06,750.369995,765.72998,748.0,759.330017,2410300,759.330017,1.19408052823
2016-01-07,746.48999,755.309998,735.280029,741.0,3156600,741.0,-0.735440538191
2016-01-08,747.799988,750.119995,728.919983,730.909973,2375300,730.909973,-2.25862734301
2016-01-11,731.950012,735.080017,719.559998,733.070007,2544800,733.070007,0.153015230772
2016-01-12,740.75,748.340027,736.429993,745.340027,2340800,745.340027,0.619645899426
2016-01-13,749.340027,753.0,716.780029,719.570007,2586400,719.570007,-3.97283194909
2016-01-14,724.440002,739.890015,705.0,731.390015,2777900,731.390015,0.959363505717
2016-01-15,709.98999,724.159973,701.51001,710.48999,3777800,710.48999,0.0704235280838
2016-01-19,720.150024,725.349976,709.849976,719.080017,2436200,719.080017,-0.14858112398
2016-01-20,705.900024,726.950012,687.780029,718.559998,4122000,718.559998,1.7934514194
2016-01-21,720.169983,737.669983,711.109985,726.669983,2596900,726.669983,0.902564693536
2016-01-22,742.0,748.559998,740.5,745.460022,2357300,745.460022,0.466310242588
2016-01-25,743.840027,752.460022,732.5,733.619995,2267000,733.619995,-1.37395563952
2016-01-26,735.210022,739.460022,726.969971,733.789978,1547000,733.789978,-0.193148074361
2016-01-27,735.890015,735.890015,713.450012,717.580017,2121400,717.580017,-2.48814328592
2016-01-28,738.190002,751.159973,730.599976,748.299988,3105200,748.299988,1.36956420063
2016-01-29,748.960022,765.109985,744.200012,761.349976,3790400,761.349976,1.65428776384
2016-02-01,771.26001,777.590027,761.380005,770.77002,5576100,770.77002,-0.0635311041214
2016-02-02,800.5,810.349976,780.599976,780.909973,6792300,780.909973,-2.44722386009
2016-02-03,786.280029,791.429993,736.26001,749.380005,6555700,749.380005,-4.69298756665
2016-02-04,744.590027,745.23999,722.599976,730.030029,5246100,730.030029,-1.95543822399
2016-02-05,725.5,726.719971,700.140015,703.76001,5477800,703.76001,-2.99655272226
2016-02-08,687.679993,704.52002,682.01001,704.159973,4470500,704.159973,2.39646058745
2016-02-09,692.950012,720.960022,688.5,701.02002,4215000,701.02002,1.1645873238
2016-02-10,711.789978,723.219971,705.390015,706.849976,3015700,706.849976,-0.694025225514
2016-02-11,696.340027,712.320007,691.190002,706.359985,3250200,706.359985,1.43894614865
2016-02-12,712.210022,716.0,701.580017,706.890015,2326900,706.890015,-0.746971656627
2016-02-16,718.650024,722.880005,710.179993,717.640015,2172200,717.640015,-0.140542540356
2016-02-17,727.0,733.76001,716.609985,731.969971,2437300,731.969971,0.683627372765
2016-02-18,733.960022,736.0,715.549988,717.51001,2330500,717.51001,-2.24126812182
2016-02-19,715.900024,724.030029,713.119995,722.109985,1721800,722.109985,0.867434109766
2016-02-22,729.51001,734.849976,723.450012,729.049988,1850900,729.049988,-0.0630590387649
2016-02-23,726.099976,730.900024,715.669983,717.289978,2053600,717.289978,-1.2133312617
2016-02-24,710.609985,721.219971,702.02002,720.900024,1833700,720.900024,1.44805719272
2016-02-25,722.929993,729.51001,713.22998,729.119995,1798600,729.119995,0.856238094966
2016-02-26,733.599976,736.159973,721.940002,724.859985,2120600,724.859985,-1.19138376308
2016-02-29,721.0,730.599976,716.840027,717.219971,2237500,717.219971,-0.524275866852
2016-03-01,721.299988,742.330017,718.640015,742.169983,3001300,742.169983,2.89338629519
2016-03-02,742.869995,743.119995,733.25,739.47998,1781300,739.47998,-0.456340277951
2016-03-03,739.47998,741.0,729.630005,731.590027,2025400,731.590027,-1.06695964913
2016-03-04,734.799988,735.0,725.619995,730.219971,2421300,730.219971,-0.623301180566
2016-03-07,725.150024,727.210022,705.140015,712.799988,3084500,712.799988,-1.70310081931
2016-03-08,708.390015,722.25,704.0,713.530029,2537900,713.530029,0.725590972651
2016-03-09,715.169983,726.23999,712.659973,725.409973,1954600,725.409973,1.43182603345
2016-03-10,727.789978,736.539978,723.289978,732.169983,2228600,732.169983,0.601822659339
2016-03-11,739.950012,744.900024,736.700012,744.869995,1727300,744.869995,0.664907482967
2016-03-14,744.969971,754.26001,743.659973,750.23999,1639500,750.23999,0.707413614662
2016-03-15,746.02002,753.01001,742.840027,750.570007,1477900,750.570007,0.609901460821
2016-03-16,749.049988,759.0,746.5,757.359985,1447700,757.359985,1.10940486391
2016-03-17,757.650024,765.340027,757.359985,758.47998,2227300,758.47998,0.109543453271
2016-03-18,761.630005,762.140015,751.820007,755.409973,2811100,755.409973,-0.816673707596
2016-03-21,753.909973,763.340027,751.27002,762.159973,1435700,762.159973,1.0942951142
2016-03-22,758.440002,765.0,757.880005,760.049988,1103100,760.049988,0.212275986994
2016-03-23,763.349976,765.390015,756.030029,757.559998,1224800,757.559998,-0.75849586455
2016-03-24,751.200012,757.559998,750.5,754.840027,1528500,754.840027,0.484560029533
2016-03-28,756.169983,758.299988,752.039978,753.280029,1082500,753.280029,-0.382183115565
2016-03-29,753.679993,767.179993,748.289978,765.890015,1987100,765.890015,1.62005388406
2016-03-30,768.210022,777.309998,767.580017,768.340027,2017200,768.340027,0.0169231064783
2016-03-31,768.340027,769.080017,758.25,762.900024,1623800,762.900024,-0.708020252601
2016-04-01,757.159973,770.039978,755.200012,769.669983,1581200,769.669983,1.65222812168
2016-04-04,769.51001,772.440002,761.789978,765.119995,1346200,765.119995,-0.570494852952
2016-04-05,758.130005,762.869995,755.599976,758.570007,1222100,758.570007,0.0580378031602
2016-04-06,757.840027,768.419983,756.299988,768.070007,1257100,768.070007,1.34988647149
2016-04-07,765.320007,769.359985,757.5,760.119995,1254000,760.119995,-0.679455907651
2016-04-08,765.869995,767.130005,755.77002,759.469971,1171700,759.469971,-0.835654098187
2016-04-11,765.450012,767.219971,757.340027,757.539978,1584000,757.539978,-1.0333834837
2016-04-12,758.429993,764.919983,751.570007,764.320007,1366600,764.320007,0.776606154077
2016-04-13,770.309998,775.75,764.590027,771.909973,1769000,771.909973,0.207705339948
2016-04-14,775.359985,779.609985,773.219971,775.390015,1348000,775.390015,0.00387303969525
2016-04-15,775.5,780.929993,774.929993,780.0,1555900,780.0,0.580270793037
2016-04-18,780.190002,788.549988,777.609985,787.679993,1669700,787.679993,0.960021402581
2016-04-19,790.5,790.950012,770.27002,776.25,2191400,776.25,-1.80265654649
2016-04-20,779.159973,779.659973,771.27002,774.919983,1706200,774.919983,-0.544174514468
2016-04-21,777.309998,781.679993,771.549988,780.0,3326100,780.0,0.34606553459
2016-04-22,743.909973,753.919983,730.369995,737.77002,6978500,737.77002,-0.825362372175
2016-04-25,735.349976,744.880005,735.099976,742.210022,2469200,742.210022,0.9328953864
2016-04-26,744.419983,745.590027,720.320007,725.369995,2754300,725.369995,-2.55903769848
2016-04-27,725.320007,727.150024,709.080017,721.460022,3289500,721.460022,-0.532176827159
2016-04-28,723.289978,729.26001,703.200012,705.059998,3114200,705.059998,-2.52042480257
2016-04-29,704.119995,712.109985,703.780029,707.880005,2906400,707.880005,0.534001310387
2016-05-02,711.919983,715.409973,706.359985,714.409973,1672300,714.409973,0.34975700352
2016-05-03,712.5,713.369995,707.330017,708.440002,1922800,708.440002,-0.569824280702
2016-05-04,706.77002,715.049988,704.049988,711.369995,1610200,711.369995,0.650844669388
2016-05-05,715.0,717.549988,709.450012,714.710022,1479800,714.710022,-0.0405563636364
2016-05-06,712.200012,725.98999,711.950012,725.179993,1982500,725.179993,1.82251906505
2016-05-09,726.700012,734.289978,723.5,729.130005,1898900,729.130005,0.33438736203
2016-05-10,734.960022,740.0,731.609985,739.380005,1627900,739.380005,0.60139094205
