Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-10-30,45.77,46.950001,45.669998,46.290001,8039700,46.137343,1.13611754424
2015-11-02,46.470001,46.939999,46.369999,46.740002,4962700,46.585859,0.581022152334
2015-11-03,47.0,47.150002,46.41,46.959999,5616300,46.805131,-0.0851085106383
2015-11-04,46.869999,46.970001,46.349998,46.639999,5384200,46.486187,-0.490719020498
2015-11-05,46.66,46.900002,46.310001,46.669998,4794300,46.516087,0.0214273467638
2015-11-06,46.720001,47.32,46.52,46.849998,4858500,46.695493,0.278246997469
2015-11-09,46.720001,46.91,45.939999,46.369999,4073600,46.217077,-0.749148100404
2015-11-10,46.299999,46.59,45.619999,46.459999,5147400,46.30678,0.345572361675
2015-11-11,46.759998,47.240002,46.52,46.720001,3835100,46.565925,-0.0855367872342
2015-11-12,46.580002,47.189999,46.52,46.689999,4391400,46.536021,0.236146404631
2015-11-13,46.549999,46.810001,45.66,45.889999,5348000,45.73866,-1.41783032047
2015-11-16,45.259998,45.779999,44.68,45.740002,5772700,45.589157,1.06054799207
2015-11-17,46.0,46.66,45.77,45.93,4877500,45.778529,-0.152173913043
2015-11-18,45.93,46.419998,45.099998,46.310001,5641200,46.157277,0.827348138472
2015-11-19,46.57,47.150002,46.5,46.869999,4140700,46.715428,0.644189392313
2015-11-20,47.0,47.400002,46.91,47.32,6133900,47.163945,0.68085106383
2015-11-23,47.450001,47.759998,46.93,47.470001,4011200,47.313452,0.0421496303024
2015-11-24,46.41,46.650002,45.41,46.23,7939000,46.077539,-0.387847446671
2015-11-25,46.419998,46.599998,45.700001,45.880001,3824600,45.728695,-1.16328527201
2015-11-27,45.990002,46.290001,45.599998,45.82,4423300,45.668892,-0.369649907821
2015-11-30,45.900002,46.0,45.400002,45.880001,4812600,45.728695,-0.0435751615
2015-12-01,46.0,47.080002,45.900002,47.040001,5365600,46.884869,2.26087173913
2015-12-02,47.740002,48.490002,47.259998,47.509998,5450200,47.353317,-0.481784646762
2015-12-03,47.52,47.93,46.689999,47.290001,7639800,47.134045,-0.48400462963
2015-12-04,47.700001,49.450001,47.68,49.41,8516300,49.247052,3.58490348879
2015-12-07,49.880001,51.34,49.41,49.580002,8786000,49.416494,-0.601441447445
2015-12-08,47.599998,47.599998,44.200001,45.040001,20004600,44.959477,-5.37814518396
2015-12-09,45.139999,45.880001,43.849998,44.5,9673200,44.420441,-1.41780906996
2015-12-10,44.830002,45.860001,44.560001,45.25,9665200,45.1691,0.936868126841
2015-12-11,44.549999,44.57,43.220001,43.419998,6601700,43.34237,-2.53647817141
2015-12-14,43.650002,44.0,42.66,43.77,6437400,43.691747,0.27490949485
2015-12-15,44.290001,44.740002,43.810001,44.220001,5531200,44.140943,-0.158049217475
2015-12-16,44.400002,45.110001,43.900002,44.799999,4628600,44.719904,0.900894103563
2015-12-17,44.849998,45.220001,43.490002,43.509998,5083100,43.432209,-2.98773703401
2015-12-18,43.240002,43.830002,42.669998,42.740002,8605900,42.663589,-1.15633667177
2015-12-21,43.240002,43.639999,43.0,43.369999,4934600,43.29246,0.30064059664
2015-12-22,43.560001,43.68,43.029999,43.540001,3756900,43.462158,-0.0459136812233
2015-12-23,43.549999,43.630001,42.919998,43.439999,4838800,43.362335,-0.252583243458
2015-12-24,43.5,44.439999,43.5,43.900002,1963000,43.821515,0.919544827586
2015-12-28,43.93,44.41,43.290001,43.82,2243600,43.741656,-0.250398361029
2015-12-29,43.950001,44.419998,43.82,44.34,2722400,44.260727,0.887369718149
2015-12-30,44.349998,44.419998,43.32,43.349998,2630600,43.272496,-2.25479153347
2015-12-31,43.18,43.299999,42.75,43.060001,3826000,42.983017,-0.277904122279
2016-01-04,41.700001,42.189999,41.18,41.959999,5916400,41.884981,0.623496387926
2016-01-05,42.400002,43.080002,41.43,42.459999,9364100,42.384087,0.141502351816
2016-01-06,41.970001,43.5,41.799999,42.849998,6236500,42.773389,2.09672856572
2016-01-07,42.950001,43.150002,41.560001,41.950001,8545600,41.875001,-2.32828865359
2016-01-08,42.41,43.060001,42.110001,42.209999,7459400,42.134534,-0.471589247819
2016-01-11,42.299999,42.880001,41.25,42.040001,6116900,41.96484,-0.6146524968
2016-01-12,42.509998,42.77,41.330002,42.68,5999600,42.603695,0.399910628083
2016-01-13,42.91,42.98,40.09,40.400002,6135200,40.327773,-5.84944768119
2016-01-14,40.310001,40.959999,39.259998,40.470001,8147500,40.397647,0.396923830391
2016-01-15,39.290001,40.16,38.84,39.77,8234900,39.698898,1.22168233083
2016-01-19,40.669998,40.740002,39.130001,39.599998,7221800,39.5292,-2.63093202021
2016-01-20,39.130001,40.25,37.139999,39.299999,12197100,39.229737,0.434444149388
2016-01-21,39.990002,41.5,38.939999,39.5,12315100,39.42938,-1.22531126655
2016-01-22,40.0,40.099998,38.849998,39.0,7001700,38.930274,-2.5
2016-01-25,39.349998,39.380001,38.130001,38.200001,9441200,38.131705,-2.92248299479
2016-01-26,38.240002,38.490002,37.77,38.369999,6382500,38.301399,0.339950296028
2016-01-27,38.619999,39.0,36.880001,37.290001,8898800,37.223332,-3.44380640714
2016-01-28,37.48,37.939999,35.709999,36.189999,8873100,36.125297,-3.44183831377
2016-01-29,36.169998,37.669998,35.509998,37.619999,9554500,37.55274,4.00885009725
2016-02-01,37.619999,38.59,37.389999,38.310001,6945600,38.241509,1.83413614657
2016-02-02,38.02,38.119999,36.25,36.470001,6553700,36.404799,-4.07679905313
2016-02-03,36.849998,37.099998,35.639999,36.84,7973200,36.774136,-0.0271316161265
2016-02-04,36.439999,37.700001,36.439999,37.549999,6586100,37.482866,3.04610326691
2016-02-05,37.27,37.599998,35.509998,35.689999,8158700,35.626191,-4.23933726858
2016-02-08,35.130001,35.130001,33.959999,34.720001,9555300,34.657927,-1.16709361893
2016-02-09,34.380001,35.779999,34.299999,35.25,7609800,35.186979,2.53053802994
2016-02-10,35.669998,36.080002,35.240002,35.540001,6111300,35.476461,-0.364443530387
2016-02-11,34.970001,35.759998,34.779999,35.34,6482700,35.276818,1.05804686708
2016-02-12,35.799999,36.25,35.09,36.240002,6614700,36.17521,1.22905869355
2016-02-16,36.599998,37.18,36.34,37.080002,6806000,37.013709,1.31148641046
2016-02-17,37.470001,38.689999,37.459999,38.509998,7571900,38.441149,2.77554569588
2016-02-18,38.650002,39.099998,38.400002,39.0,6785500,38.930274,0.905557521058
2016-02-19,38.91,39.459999,38.57,39.310001,5546700,39.239721,1.02801593421
2016-02-22,39.560001,41.0,39.560001,40.82,11400900,40.74702,3.18503278096
2016-02-23,40.700001,41.23,40.400002,41.080002,5763200,41.006557,0.933663367723
2016-02-24,40.560001,41.400002,39.98,41.360001,7752200,41.286055,1.97238653914
2016-02-25,41.599998,42.599998,41.48,42.59,7927000,42.513856,2.37981261441
2016-02-26,42.75,42.860001,41.93,42.169998,6802600,42.094605,-1.35672982456
2016-02-29,41.93,42.509998,41.619999,41.950001,7509200,41.875001,0.0477009301216
2016-03-01,42.220001,42.790001,42.07,42.5,6066400,42.5,0.663190415367
2016-03-02,42.43,42.490002,41.57,41.939999,6660400,41.939999,-1.15484562809
2016-03-03,42.0,42.130001,41.41,42.029999,6112700,42.029999,0.0714261904762
2016-03-04,42.16,42.240002,41.189999,41.5,6858300,41.5,-1.56546489564
2016-03-07,41.130001,41.84,40.709999,41.48,6773300,41.48,0.850957917555
2016-03-08,40.639999,42.029999,39.990002,41.59,8442300,41.59,2.33760094335
2016-03-09,41.709999,42.41,41.310001,42.32,6869400,42.32,1.46248145439
2016-03-10,42.389999,42.57,41.669998,42.259998,5091000,42.259998,-0.306678469136
2016-03-11,42.529999,43.459999,42.400002,43.330002,6499700,43.330002,1.88103225678
2016-03-14,43.169998,44.029999,43.099998,43.82,6010200,43.82,1.50567994004
2016-03-15,43.529999,43.799999,43.16,43.619999,5812000,43.619999,0.206753967534
2016-03-16,43.490002,44.290001,43.310001,44.150002,4719700,44.150002,1.51759018084
2016-03-17,44.080002,44.200001,43.5,43.599998,5876000,43.599998,-1.0889382446
2016-03-18,43.599998,44.580002,43.43,44.5,9721700,44.5,2.06422486533
2016-03-21,44.5,45.389999,44.490002,44.990002,5596900,44.990002,1.10112808989
2016-03-22,44.529999,45.049999,44.349998,44.610001,6296500,44.610001,0.17965866112
2016-03-23,44.720001,44.93,44.169998,44.43,4366300,44.43,-0.648481649184
2016-03-24,44.349998,44.349998,43.27,44.060001,5545600,44.060001,-0.653882780333
2016-03-28,44.080002,44.419998,43.560001,43.810001,5067400,43.810001,-0.612524926836
2016-03-29,44.0,44.650002,43.939999,44.639999,4929800,44.639999,1.45454318182
2016-03-30,44.919998,45.34,44.77,44.98,4791500,44.98,0.133575250827
2016-03-31,44.970001,45.369999,44.779999,44.799999,5179000,44.799999,-0.378034236646
2016-04-01,44.400002,44.639999,43.610001,44.560001,6192100,44.560001,0.360358091876
2016-04-04,44.759998,45.110001,44.0,44.110001,5219200,44.110001,-1.45218281735
2016-04-05,43.810001,44.16,43.529999,43.630001,4973500,43.630001,-0.410865089914
2016-04-06,43.650002,43.860001,43.09,43.669998,4022900,43.669998,0.0458098489892
2016-04-07,43.630001,44.439999,43.310001,43.650002,5877800,43.650002,0.0458423092862
2016-04-08,43.900002,44.650002,43.66,44.5,4784400,44.5,1.36673797874
2016-04-11,44.75,45.610001,44.360001,44.369999,6448700,44.369999,-0.84916424581
2016-04-12,44.380001,44.950001,44.23,44.650002,4078700,44.650002,0.608384393682
2016-04-13,45.07,45.990002,44.759998,45.84,7550500,45.84,1.70845351675
2016-04-14,46.240002,47.009998,46.029999,46.709999,7501800,46.709999,1.01642945431
2016-04-15,47.150002,47.18,46.41,47.040001,5566200,47.040001,-0.233300096148
2016-04-18,47.450001,47.450001,46.759998,47.099998,4281400,47.099998,-0.737624852737
2016-04-19,47.110001,47.5,46.77,47.130001,4987600,47.130001,0.0424538305571
2016-04-20,47.32,47.5,47.009998,47.049999,6643900,47.049999,-0.570585376162
2016-04-21,48.0,48.0,46.27,47.73,9609000,47.73,-0.5625
2016-04-22,46.279999,47.779999,46.16,47.25,9576000,47.25,2.09593997614
2016-04-25,47.299999,47.650002,46.77,46.849998,4250300,46.849998,-0.951376341467
2016-04-26,47.09,47.5,45.91,46.18,6373500,46.18,-1.9324697388
2016-04-27,46.18,46.869999,45.450001,45.57,8238700,45.57,-1.32091814638
2016-04-28,45.48,45.740002,43.950001,44.060001,8432500,44.060001,-3.12224934037
2016-04-29,44.110001,44.639999,43.459999,44.610001,10887900,44.610001,1.13352978614
2016-05-02,44.630001,45.0,43.93,44.009998,5339400,44.009998,-1.38920678043
2016-05-03,44.23,44.279999,42.939999,43.139999,6186100,43.139999,-2.46439294596
2016-05-04,42.799999,42.810001,41.389999,41.66,7191400,41.66,-2.66354912765
2016-05-05,41.759998,42.139999,41.389999,41.529999,5966000,41.529999,-0.550763915266
2016-05-06,41.470001,41.939999,40.740002,41.73,6526400,41.73,0.626956821149
2016-05-09,41.790001,42.57,41.75,42.189999,5476100,42.189999,0.957161977574
2016-05-10,42.279999,42.91,42.099998,42.849998,5262000,42.849998,1.3481528228
